cover_text,url,id
"Growing Tree 長高樹｜實木身高計 + 掛衣架，陪伴寶貝長得像大樹一樣高！
270%
NT$ 270,290
person
54
人",https://www.zeczec.com/projects/growing-tree,growing-tree
"上下坡方形水泥錶 2023｜專為都會女性設計的一只方錶｜有稜有角，更能閃耀
261%
NT$ 261,620
person
36
人",https://www.zeczec.com/projects/upsanddownssquare,upsanddownssquare
"CHIEF鑽石活氧水系統 | 安全殺菌0化學，多用途可免耗材，全面綠淨守護家園！
254%
NT$ 254,540
person
14
人",https://www.zeczec.com/projects/chief-o3-water-system,chief-o3-water-system
"專為你打造的職場優勢實戰課｜陪所有工作者共度職場每一刻
848%
NT$ 424,241
person
224
人",https://www.zeczec.com/projects/voiss,voiss
"無限探索旋轉書櫃｜賦予孩子無限探索能力的旋轉書櫃
224%
NT$ 224,073
person
26
人",https://www.zeczec.com/projects/manandkids2023,manandkids2023
"雲想 SelfieSign電子簽名平台-一紙之力，綠色永續
490%
NT$ 245,000
person
378
人",https://www.zeczec.com/projects/SelfieSign,SelfieSign
"🔥破518人支持🔥樂木集【泥巴嫩】輕漢方®七子嫩白泥面膜｜清潔毛孔ｘ保濕鎖水ｘ美白淨膚 三效合一
960%
NT$ 960,809
person
575
人
hourglass_top
6 天",https://www.zeczec.com/projects/lomoji-claymask,lomoji-claymask
"ARKY萬國零錢包Jeans🌟 旅行新體驗 🌟 獨家幣別分類、數位配件收納專區、輕鬆、有型、無憂
1,107%
NT$ 98,444
person
151
人",https://www.zeczec.com/projects/coin-wallet-jeans,coin-wallet-jeans
"SwiftMag 磁瞬快取後背包 | bagrun三代都會玩家
2,533%
NT$ 2,533,391
person
279
人",https://www.zeczec.com/projects/swiftmag-bagrun,swiftmag-bagrun
"ROLLS mini 瞬間捲收傘｜搶先首發！獨特小巧、俐落收合，不只迷你，更迷人！
2,952%
NT$ 2,952,990
person
2,449
人",https://www.zeczec.com/projects/rolls-mini,rolls-mini
"《菱傳媒紙本特刊》：一份為打擊政治黑幕而生的調查報導刊物
147%
NT$ 165,200
person
87
人
hourglass_top
2 天",https://www.zeczec.com/projects/rwnews,rwnews
"不只是捐車，共享愛的里程，共好前行！
122%
NT$ 61,480
person
32
人",https://www.zeczec.com/projects/lovesmile,lovesmile
"護理師的得力助手　智能科技守護您
108%
NT$ 108,500
person
212
人",https://www.zeczec.com/projects/aiotbr,aiotbr
"Me Us：晏人物｜2024 寫真年曆
838%
NT$ 2,095,540
person
1,519
人
hourglass_top
33 小時",https://www.zeczec.com/projects/hamsterlover2024,hamsterlover2024
"2024[Stand with you] 智慧詩籤．解答書手帳
199%
NT$ 199,364
person
210
人
hourglass_top
6 天",https://www.zeczec.com/projects/HeramaTudiGong,HeramaTudiGong
"國立自然科學博物館x賽先生科學工廠【聯名系列】｜化石地質年代玻璃杯，讓你的生活充滿科學魅力
183%
NT$ 91,889
person
93
人
hourglass_top
4 天",https://www.zeczec.com/projects/fossils-geological-time-tall-form-beaker-with-handle,fossils-geological-time-tall-form-beaker-with-handle
"空空枕｜肩部減壓放空專利，揮別睡眠壓肩的肩頸痠痛 X 聚焦貼合頭頸肩支撐曲線，雙側導流透氣更舒眠
623%
NT$ 311,939
person
83
人",https://www.zeczec.com/projects/gellis-evo,gellis-evo
"奇美咖啡果汁雙享機｜通過多國專利，榮獲 iF Design 設計大獎，咖啡因果汁癮一機「新鮮」滿足！
636%
NT$ 318,330
person
102
人",https://www.zeczec.com/projects/coffeejuice2in1,coffeejuice2in1
"德國FUNFACTORY《第三代 愛的滑鼠－拉拉鼠》2023史上最強升級！全球獨家專利 雙重深度震波
246%
NT$ 24,630
person
7
人",https://www.zeczec.com/projects/fun-factory-laya-iii,fun-factory-laya-iii
"UPS-55K-小電盾｜挑戰最輕薄！僅小說尺寸的可攜帶不斷電系統 ⚡️ iMac24吋實測耐跑4hrs
252%
NT$ 252,770
person
23
人",https://www.zeczec.com/projects/ups55k,ups55k
"🔥銷售破千盒🔥低鈉寶寶料理盒x烏龍麵系列｜3 分鐘輕鬆加熱・5 種以上食材・照顧寶寶 1 餐營養
910%
NT$ 455,199
person
364
人",https://www.zeczec.com/projects/forestplanet-low-sodium-baby-food,forestplanet-low-sodium-baby-food
"imami 智慧舒肥燉煮養生鍋 2.0 紫煨鍋｜免解凍、免浸泡、免顧火，微電腦控溫烹調，料理零失敗！
2,314%
NT$ 1,157,330
person
352
人",https://www.zeczec.com/projects/imami-2-0,imami-2-0
"【營養正義】✨7合1頂級膠原蛋白三胜肽| 只賺100圓左右合理利潤 |全成分世界大廠品牌原料
1,654%
NT$ 827,492
person
231
人",https://www.zeczec.com/projects/collagen,collagen
"【DR.S KAMPO御醫本草】極．瑪卡雙色茶︱挑戰全台最便宜、用料最實在︱隨泡隨喝大人氣の成熟品味
1,903%
NT$ 190,340
person
86
人",https://www.zeczec.com/projects/dr-s-kampo-maca-tea,dr-s-kampo-maca-tea
"DQ地球圖輯隊《地球漫遊曆》365個地球知識，收藏地球與人類的文明紀事
268%
NT$ 268,767
person
237
人
hourglass_top
5 天",https://www.zeczec.com/projects/TheEarthOdysseyCalendar,TheEarthOdysseyCalendar
"【2024 山山來持｜山型桌曆】 讓山中景像支撐你的每一天
191%
NT$ 191,750
person
175
人",https://www.zeczec.com/projects/z-herecomesthemountains,z-herecomesthemountains
"【木直牛勿】迷霧荒野 迷失在山林之美 台灣山月曆
2,544%
NT$ 2,544,523
person
1,894
人",https://www.zeczec.com/projects/plantpractice2023,plantpractice2023
"【食色性也】寧文藝術2024最具特「色」月曆X展覽｜男體◆食慾，讓你月月慾嗜
640%
NT$ 320,043
person
424
人",https://www.zeczec.com/projects/ningwen,ningwen
"《特殊屁好 歌廳秀》屁孩Ryan與好朋友們的嘻哈音樂脫口秀！
271%
NT$ 181,560
person
85
人
hourglass_top
33 小時",https://www.zeczec.com/projects/pihaishow2023,pihaishow2023
"20秒的醜萌美學 • 𝟮𝟬𝟮𝟰新春龍圖鑑紅包
210%
NT$ 35,350
person
66
人",https://www.zeczec.com/projects/hsingling-2024dragon_red_envelope,hsingling-2024dragon_red_envelope
"薰葉香氛 Tea Leaf Diffuser⎜台灣茶葉X複合調香，微薰烤在靜謐中散發自然清新茶香
243%
NT$ 146,111
person
92
人",https://www.zeczec.com/projects/tea-leaf-diffuser,tea-leaf-diffuser
"突破百萬! 讓你在「城市 / 戶外」 無縫接軌 | NIID 全新 VIA 山系漫遊雙包，同步登場！
5,304%
NT$ 1,060,919
person
370
人",https://www.zeczec.com/projects/niid-via,niid-via
"折折盒 2 系列｜一秒成盒、好清洗、可微波的全方位食器
6,445%
NT$ 3,222,931
person
837
人",https://www.zeczec.com/projects/FoldiBox_2_Series,FoldiBox_2_Series
"WildQuest Camp Air Pump充氣幫浦｜3in1口袋型真空抽充機，出遊、露營好朋友！
1,033%
NT$ 1,033,118
person
745
人",https://www.zeczec.com/projects/WildQuest_Camp,WildQuest_Camp
"2024【貴人曆】-天天幫你找到貴人，有貴人相助，讓你好辦事，省時又省力，天天心情好美麗♫
279%
NT$ 699,120
person
44
人",https://www.zeczec.com/projects/gui-ren-li,gui-ren-li
"ASON｜變身組合杯｜小巧好攜帶，一喀就變身｜真。環保隨行杯。
227%
NT$ 113,559
person
113
人
hourglass_top
6 天",https://www.zeczec.com/projects/ason,ason
"【光嶼】| 2023陽明交大光影節 | NYCU LIGHT FESTIVAL 募資計畫
404%
NT$ 8,176
person
72
人",https://www.zeczec.com/projects/nyculightfestival,nyculightfestival
"DOSUN BULLDOGGY 兒童電動平衡車｜動力輔助 x 輕鬆學習 x 探索世界
160%
NT$ 160,993
person
7
人",https://www.zeczec.com/projects/dosunbulldoggy,dosunbulldoggy
"《占星行運》系列套書 | 陪你預知生命中的陰晴圓缺，過好每一個日子
1,763%
NT$ 881,815
person
294
人
hourglass_top
4 天",https://www.zeczec.com/projects/pumpkin-transit,pumpkin-transit
"【呼哩睏｜涼感機能眠麻枕】真正實現睡眠自由！開啟睡眠模式 ►人人都可不知不覺的入睡，打造好眠夜zZZ
115%
NT$ 115,580
person
22
人",https://www.zeczec.com/projects/holy_sleep,holy_sleep
"地表最好睡！第一款最適合每個人的枕頭，改變世界的睡眠方式：【漢堡枕】│DARPHIA 朵法亞
519%
NT$ 519,848
person
154
人",https://www.zeczec.com/projects/x-x-in-darphia,x-x-in-darphia
"十五月 |『浴罷不能』- 2024 寫真桌曆
188%
NT$ 188,700
person
139
人
hourglass_top
5 天",https://www.zeczec.com/projects/calendar-15xmoons,calendar-15xmoons
"Dadiogaosai™ aka 水源路希子：疫情後巴黎Again！之（最特別周邊商品？）募資企劃
119%
NT$ 119,340
person
32
人
hourglass_top
5 天",https://www.zeczec.com/projects/dadiogaosai-aka-again,dadiogaosai-aka-again
"音樂劇《勸世三姊妹》原聲帶集資發行計畫
227%
NT$ 2,986,765
person
1,326
人
hourglass_top
6 天",https://www.zeczec.com/projects/DontCryDancingGirls,DontCryDancingGirls
"🎉突破1,000人贊助🎉《2024人類圖宇宙日曆&覺察手帳》－亞洲人類圖學院 x 采實文化
1,632%
NT$ 1,632,710
person
1,026
人",https://www.zeczec.com/projects/humandesigncalendar,humandesigncalendar
"2024社畜毋湯 x 日曆急揪包 | 工作得到的不是資歷，是滿滿的病歷
1,612%
NT$ 161,298
person
140
人",https://www.zeczec.com/projects/MeowWWWu2024,MeowWWWu2024
"暖暖陽光被▐ 『台灣製造、可水洗』，抑菌／防螨／恆溫蓄熱，35年經驗的頂級紡織工藝
1,410%
NT$ 1,410,920
person
233
人",https://www.zeczec.com/projects/sunshine,sunshine
"Zzzzy酣睡衣|放鬆舒眠Alpha波X共振效應|引導睡意來臨X深睡%📈|減少對藥物依賴
206%
NT$ 20,620
person
7
人",https://www.zeczec.com/projects/zzzzy,zzzzy
"Mag Slim — 史上最薄的「鈷」磁吸行動電源，空氣般的手感，極簡、極美、極安心
8,168%
NT$ 8,168,555
person
4,186
人",https://www.zeczec.com/projects/photofast-mag-slim,photofast-mag-slim
"奇美食品｜植物肉蔬食麵點｜這個江(薑)湖(胡)，有洋蔥！
117%
NT$ 117,389
person
81
人
hourglass_top
33 小時",https://www.zeczec.com/projects/chimei-vm,chimei-vm
"【ONEmade X繪王】色計師智能取色器｜尋找美，由色開始
2,801%
NT$ 1,400,850
person
388
人",https://www.zeczec.com/projects/onemade-colordesigner,onemade-colordesigner
"De.Vote 高安全電子投票系統 : 讓每個聲音都被真實聽見
131%
NT$ 131,366
person
91
人",https://www.zeczec.com/projects/de-vote,de-vote
"點點善2.0－讓未來的我們有未來 | cooseii數位圖像共創計畫
142%
NT$ 427,660
person
138
人",https://www.zeczec.com/projects/cooseii2023,cooseii2023
"幸福能量寶盒與爆炸盒｜談愛99/談性99/談家99 中英雙語關係對話牌卡
296%
NT$ 59,248
person
33
人",https://www.zeczec.com/projects/taiqibafu,taiqibafu
"BILLY BAG ▉◼︎ 一加一比利包 | 時尚、簡約，最適合都會女子的商務通勤母子包
186%
NT$ 186,260
person
47
人",https://www.zeczec.com/projects/billybag,billybag
"日本專利【ATEX｜V 型溫感推揉按摩枕】3D環繞筋膜珠仿生按摩，肩/頸/背/腰/上臀，一台搞定！
26,348%
NT$ 13,174,133
person
3,301
人
hourglass_top
5 天",https://www.zeczec.com/projects/atex-hcl-348,atex-hcl-348
"weiweiboy 10th anniversary ｜可愛大王搪膠公仔 初代號NO.0！
1,198%
NT$ 359,620
person
141
人
hourglass_top
6 天",https://www.zeczec.com/projects/weiweiboy-10th-anniversary-no-0,weiweiboy-10th-anniversary-no-0
"【MEGA 廚餘機皇｜多項台灣設計獨創功能】專利不黏好洗不傷手刀片•UV殺菌，2023廚餘機唯一選擇
2,691%
NT$ 2,691,418
person
166
人",https://www.zeczec.com/projects/SOGA-mega-composter,SOGA-mega-composter
"2024 × 小貓島Kittensisland × 貓日曆 | 17隻貓第一次在台南過年!
195%
NT$ 195,085
person
129
人",https://www.zeczec.com/projects/kittensisland-2024catscalendar,kittensisland-2024catscalendar
"2024 明想正念日曆 Bit By Bit Calendar｜喚醒內在的寧靜，照亮心靈的角落
1,037%
NT$ 1,037,281
person
788
人",https://www.zeczec.com/projects/bit-by-bit-calendar2024,bit-by-bit-calendar2024
"永續時尚新指標—《旺萊閃》鳳梨皮革漁夫帽
111%
NT$ 99,408
person
59
人",https://www.zeczec.com/projects/pineapple-shine,pineapple-shine
"史上最美智能感應垃圾桶，極致日本美學，讓丟垃圾也變成一個有質感的事｜ZitA SQUARE
4,262%
NT$ 2,131,084
person
327
人
hourglass_top
5 天",https://www.zeczec.com/projects/zita,zita
"2024「愚者の旅曆」追尋力量｜當你踏上旅程 將會行走於自我覺察的路上
111%
NT$ 89,440
person
30
人
hourglass_top
6 天",https://www.zeczec.com/projects/JourneyOfTheFool,JourneyOfTheFool
"最後3天⏳WOKY 純透渾圓杯｜MIT 國民飲料杯進化 880ml 暢飲、好輕好帶、防漏100%
3,058%
NT$ 3,058,274
person
3,200
人
hourglass_top
3 天",https://www.zeczec.com/projects/woky-hunyuan880,woky-hunyuan880
"Gentle Plants Calendar 2024 植物溫柔曆｜做一個溫柔的人，一起溫柔地老去。
3,730%
NT$ 3,730,582
person
2,472
人
hourglass_top
4 天",https://www.zeczec.com/projects/gentleplants2024,gentleplants2024
"GUSTO 2.0藍鋼平煎鍋｜經典款式再升級！為台灣料理習慣打造，商用級導熱率，免開鍋安全煎炒炸！
2,328%
NT$ 1,164,250
person
733
人
hourglass_top
5 天",https://www.zeczec.com/projects/gusto2,gusto2
"CAVE™ 直橫烤爐 - 週末爽喝冰啤酒、在陽台大口吃肉
1,988%
NT$ 3,976,743
person
487
人",https://www.zeczec.com/projects/cave,cave
"2024｜心心向貓｜貓日曆 ✧ 讓貓貓成為你內在世界的指南星
7,703%
NT$ 7,703,143
person
4,177
人",https://www.zeczec.com/projects/catflip2024,catflip2024
"𝗠𝗮𝗸𝗘𝗮𝘁 𝗣𝗔𝗡 好好煮食鍋｜煮食合一，料理無限可能！
11,018%
NT$ 11,018,400
person
2,706
人",https://www.zeczec.com/projects/makeat-pan,makeat-pan
"iPad磁吸鍵盤保護雙面夾， 懸浮磁吸設計+觸控板，讓你的 iPad 一秒變成 Mac！
6,146%
NT$ 3,073,392
person
798
人",https://www.zeczec.com/projects/kamera-new-ipad,kamera-new-ipad
"somethin'隨芯杯 | 吸管一秒收納術，雙層、雙飲、雙封漏的MIT飲料杯！多色、透明都隨心搭！
2,815%
NT$ 2,815,307
person
2,792
人",https://www.zeczec.com/projects/somethin-drink-cup,somethin-drink-cup
"《璀璨光彩》2024 臺灣花磚日曆︱每一天帶你品味一片臺灣老花磚
7,029%
NT$ 7,029,607
person
4,032
人",https://www.zeczec.com/projects/t1920,t1920
"iDventure 益智機關盒：福爾摩斯的相機，神秘血脈的謎霧
657%
NT$ 657,830
person
184
人
hourglass_top
6 天",https://www.zeczec.com/projects/idventure,idventure
"【桌遊設計樂園｜史上最簡單的桌遊設計包】一起來跟著書輕鬆設計桌遊
299%
NT$ 239,220
person
172
人",https://www.zeczec.com/projects/boardgamepark,boardgamepark
"許淨淳の \淳款不足 首張創作EP/ 募資計畫
115%
NT$ 346,360
person
229
人
hourglass_top
5 天",https://www.zeczec.com/projects/xudoor,xudoor
"【 Pluto 冥王星 】銀飾系列｜【 Pluto 】Jewelry Collection
254%
NT$ 254,809
person
63
人",https://www.zeczec.com/projects/pluto,pluto
"【居家先生 ｜超級收納化妝台】完美分區收納，專為台灣女性設計，好收好拿好順手，超懂妳的化妝台
22,087%
NT$ 22,087,409
person
829
人
hourglass_top
4 天",https://www.zeczec.com/projects/mr-living,mr-living
"ARMADA Mini快速鍋｜一鍋雙蓋設計，新食代生活鍋具
3,236%
NT$ 3,236,071
person
819
人",https://www.zeczec.com/projects/armada-mini,armada-mini
"NanoFoamer PRO 全自動奶泡機｜解放雙手，綿密奶泡自動生成᯽無痛升級家居咖啡體驗！
4,587%
NT$ 4,587,370
person
973
人",https://www.zeczec.com/projects/nanofoamer-pro,nanofoamer-pro
"【A-Ton 戶外運動通訊器】 聯繫隊友不再是問題！自行車、滑雪、溯溪，各種運動攏ㄟ通！
506%
NT$ 506,450
person
61
人
hourglass_top
4 天",https://www.zeczec.com/projects/a-ton,a-ton
"【BànLu 減塑好好刷】｜全球首創 | 你的好伴旅｜神奇收納術 | 一把解決你刷牙所有困擾
468%
NT$ 468,314
person
421
人",https://www.zeczec.com/projects/banlu,banlu
"【TiKOBO🐳純鈦鯨魚杯第二代】 極輕不卡味超好洗！國家發明專利，打造頂級飲料「鈦」神杯
36,708%
NT$ 36,708,736
person
10,540
人",https://www.zeczec.com/projects/tiwhale,tiwhale
"史了都要話 世界名人金句插畫撲克牌｜52位名人金句插畫~玩樂智慧再進化！
3%
NT$ 1,647
person
1
人",https://www.zeczec.com/projects/sldyh,sldyh
"【 HOYA｜石墨烯遠紅外線腳底按摩墊 量子增強版 】踩上去就能享受最自然的非侵入性紓壓！
23%
NT$ 23,400
person
5
人",https://www.zeczec.com/projects/hoya-2,hoya-2
"食材嘟嘟好－小小故鄉推廣員繪畫徵件活動
25%
NT$ 7,520
person
3
人",https://www.zeczec.com/projects/Renai-painting,Renai-painting
"fatmoolee X weakcan night｜Perfect Love 三創現場之夜
38%
NT$ 38,011
person
68
人",https://www.zeczec.com/projects/weakcan-night-perfect-love,weakcan-night-perfect-love
"島嶼樂團｜《駱駝》專輯全新預購 🐫
69%
NT$ 13,906
person
13
人",https://www.zeczec.com/projects/all-of-islanders,all-of-islanders
"終結食物浪費 給無助的毛孩最營養的一餐｜全球首創寵物永續零食展開善循環
NT$ 0
person
0
人",https://www.zeczec.com/projects/mao2mao2023,mao2mao2023
"極致奈米【STARLINKSUPER｜奈米機能時尚】科技著裝・瞬間甩乾｜外出整齊更體面
17%
NT$ 8,714
person
6
人",https://www.zeczec.com/projects/starlinksuper,starlinksuper
"實現視覺健康夢——募資攻讀加拿大Optician學位
3%
NT$ 11,000
person
2
人",https://www.zeczec.com/projects/optician,optician
"重生台灣：《劫後餘生-台灣角落》太陽龐克冒險遊戲的創建之旅
NT$ 999
person
1
人",https://www.zeczec.com/projects/yuyupotato,yuyupotato
"旅島嶼數位走讀｜馬祖｜海洋、環境、行動、永續、來一趟有責任的旅行
22%
NT$ 6,760
person
3
人",https://www.zeczec.com/projects/jinliao100,jinliao100
"【解決你的生活小麻煩】市面上唯一MIT藍色複方機能型精油｜藍艾菊植萃成分｜衛藍全效舒緩複方精油套裝組
7%
NT$ 18,360
person
8
人",https://www.zeczec.com/projects/ir-blue-protector,ir-blue-protector
"【好運龍來春聯組】飛躍迎龍新春春聯
2%
NT$ 4,380
person
7
人",https://www.zeczec.com/projects/haoyunlung,haoyunlung
"【鑫鑫向龍春聯組】飛躍迎龍新春春聯
9%
NT$ 18,756
person
31
人",https://www.zeczec.com/projects/xinxinlung,xinxinlung
"你知道愛是什麼嗎？《我們是愛的起源》出版集資計劃
NT$ 0
person
0
人",https://www.zeczec.com/projects/thaigirlcrosswalk,thaigirlcrosswalk
"智力受損，也有自己的想法！ Merry Young 快樂襪「2023 聖誕友禮組」支持「腳頭」老大
82%
NT$ 411,556
person
32
人",https://www.zeczec.com/projects/z-3674d96011,z-3674d96011
"[Rebels 20] 50盤迴轉日語壽司
39%
NT$ 19,584
person
17
人",https://www.zeczec.com/projects/hiragana_sushi_fun,hiragana_sushi_fun
"《好朋友在台灣》紙娃娃系列(1)－孩子的新世界、大人的童心園、讓世界更寬廣！
32%
NT$ 16,160
person
6
人",https://www.zeczec.com/projects/huixue,huixue
"【咖啡革命4.0】獨家萬用咖啡豆，重新定義品質與價格的迷思！
5%
NT$ 2,880
person
3
人",https://www.zeczec.com/projects/Still_Coffee_Taste_Revolution,Still_Coffee_Taste_Revolution
"BPD 16 plus 全方位圖資庫 | 很〔單純夢幻〕的 賞圖/編類/珍藏 3合1 綜合性軟體…
37%
NT$ 3,298
person
4
人",https://www.zeczec.com/projects/bpd-16,bpd-16
"富有贈年菜｜愛的筵席，點亮清寒家庭團圓的希望
20%
NT$ 5,500
person
3
人",https://www.zeczec.com/projects/year_dishes_2024,year_dishes_2024
"《覺靈者塔羅》｜以提升占卜準確率為設計核心的塔羅牌
78%
NT$ 94,378
person
69
人",https://www.zeczec.com/projects/glazoak_soulware,glazoak_soulware
"擁有世界專利 ｜ 銀高分子 ｜ 世福萊德口適怡抗菌漱口水
2%
NT$ 21,420
person
44
人",https://www.zeczec.com/projects/ORAL-CARE-ACRYL-SILVER,ORAL-CARE-ACRYL-SILVER
"【120 天安心試睡】Copper 銅眠床｜翻身就換氣的 MIT 銅離子三層記憶棉床
85%
NT$ 85,000
person
5
人",https://www.zeczec.com/projects/copper,copper
"人權辦桌｜ ✦✧上飯桌，品人權✧✦
32%
NT$ 65,330
person
80
人",https://www.zeczec.com/projects/humanrightsstory2023,humanrightsstory2023
"《小王子》典藏繪本套組｜用心感受，找回記憶中最純真的夢想
28%
NT$ 19,760
person
30
人",https://www.zeczec.com/projects/LePetitPrince-set-grimmpress,LePetitPrince-set-grimmpress
"稲影實境解謎遊戲大禮包
10%
NT$ 3,200
person
5
人",https://www.zeczec.com/projects/city-reflection,city-reflection
